RENEWAL_WEEK,STAGE_NAME,ACCOUNT_ID,ACCOUNT_NAME,OPPORTUNITY_ID,CUSTOMER_SINCE_DATE,PRED_POINT,WEEKS_TO_RENEWAL,PARENT_MULTIYEAR,INDUSTRY,GEO,WEEKS_AS_CUSTOMER,PROJECTS_CREATED_LAST_12_WEEKS,AVG_WAU_LAST_12_WEEKS,WEEKS_WITH_PREDS_LAST_12_WEEKS,DEPLOYMENTS_CREATED_LAST_12_WEEKS,HEALTH_SUMMARY_FLAG,TOTAL_ACTIVE_ARR,TS_PROJECTS_CREATED_LAST_12_WEEKS
2019-01-28,8-Closed Lost,0012A00002GQGAHQA5,Kin Insurance,0062A00000qk50qQAA,2018-01-31,2018-11-05,12,False,Insurance,AMER,40,18,0.75,1,0,Yellow,,0
2020-03-30,7-Closed Won,0012A00002JLYXYQA5,KYOTO UNIVERSITY,0060Z00000ri9HhQAI,2018-03-20,2020-01-06,12,False,Education,JAPAN,94,9,1.0,0,0,Green,36000.0,0
2019-11-04,7-Closed Won,0012A00002GQR7xQAH,WEST JAPAN RAILWAY COMPANY,0060Z00000pSO8mQAG,2017-11-06,2019-08-12,12,False,Transportation,JAPAN,92,95,1.916,1,0,Green,30000.0,0
2019-11-18,7-Closed Won,0010Z000023N0jsQAC,ACCC Insurance Company,0060Z00000pSSS2QAO,2018-11-19,2019-08-26,12,False,Insurance,AMER,40,26,0.5,3,1,Green,60000.0,0
2019-01-14,7-Closed Won,0012A0000204AZGQA2,"Thrivos, Inc. (fka CASH1)",0062A00000qjg53QAA,2017-01-15,2018-10-22,12,False,Financial Services,AMER,93,25,2.0,12,5,Green,,0
2019-09-02,8-Closed Lost,0010Z00001yVMhUQAW,Danridge Holdings LLC,0060Z00000nLYPEQA4,2018-09-07,2019-06-10,12,False,Other,AMER,40,1,1.666,12,1,Green,,0
2019-07-29,8-Closed Lost,0010Z00001yWBfbQAG,"Gelber Group, LLC",0060Z00000nB4QOQA0,2018-08-01,2019-05-06,12,False,Financial Services,AMER,40,352,1.583,12,30,Green,,71
2020-03-23,7-Closed Won,0010Z000026AhIzQAK,"MIURA CO.,LTD.",0060Z00000r0NV0QAM,2019-03-25,2019-12-30,12,False,Manufacturing,JAPAN,40,124,1.416,12,40,Green,36000.0,35
2021-06-07,7-Closed Won,001F000001gRQwWIAW,SIGMAXYZ INC.,0063q00000yZprdAAC,2016-06-13,2021-03-15,12,False,Insurance,JAPAN,248,6,1.166,2,0,,,0
2020-10-05,7-Closed Won,0012A000029VheGQAS,"OGIS-RI CO.,LTD.",0060Z00000wWtjRQAS,2017-10-06,2020-07-13,12,False,Media and Communications,JAPAN,145,47,2.916,6,4,Green,20000.0,12
2020-10-05,8-Closed Lost,001F000001j05i7IAA,"Schneider Electric Usa, Inc.",0060Z00000wX0bRQAS,2019-10-07,2020-07-13,12,False,Manufacturing,AMER,40,5,0.083,0,0,Yellow,123653.89,0
2020-10-12,7-Closed Won,0010Z000023leNhQAI,"SHIZUOKA GAS Co., Ltd.",0060Z00000wXCALQA4,2018-10-16,2020-07-20,12,False,Utilities,JAPAN,92,101,1.083,6,0,Green,36000.0,0
2020-10-19,7-Closed Won,0012A00002JLFoBQAX,FreshBooks,0060Z00000wXJkiQAG,2019-10-21,2020-07-27,12,False,Technology,AMER,40,55,2.5,12,17,Green,65000.0,0
2020-10-19,7-Closed Won,0012A00002GQArBQAX,SUNTORY SYSTEM TECHNOLOGY LIMITED,0063q00000vsstRAAQ,2017-11-20,2020-07-27,12,False,Manufacturing,JAPAN,140,378,5.916,12,2,Green,68640.0,0
2020-10-26,7-Closed Won,0012A00002K8PWBQA3,Bobcat Company,0060Z00000wXSTZQA4,2018-10-31,2020-08-03,12,False,Manufacturing,AMER,92,161,1.0,4,1,Green,52000.0,19
2020-10-19,7-Closed Won,0012A00002DkCJpQAN,CANON IT SOLUTIONS INC.,0060Z00000wWwV6QAK,2018-10-23,2020-07-27,12,False,Other,JAPAN,92,1,0.416,1,0,Green,56000.0,0
2020-10-26,7-Closed Won,0012A00002Eets2QAB,KYOCERA CORPORATION,0060Z00000wXSUhQAO,2019-10-31,2020-08-03,12,False,Manufacturing,JAPAN,40,299,3.583,12,2,Green,166500.0,86
2020-10-26,7-Closed Won,0010Z000023k6VTQAY,GS Yuasa International Ltd.,0060Z00000wXcXKQA0,2019-10-31,2020-08-03,12,False,Other,JAPAN,40,847,2.166,12,11,Green,58500.0,786
2020-10-26,7-Closed Won,0012A000029yeLjQAI,United Educators,0063q00000xrLlUAAU,2017-10-31,2020-08-03,12,False,Insurance,AMER,144,7,1.583,12,0,Green,69000.0,0
2020-10-26,7-Closed Won,0012A00002KoqKBQAZ,LifeMiles LTD,0060Z00000pi8CZQAY,2018-10-31,2020-08-03,12,True,Transportation,AMER,92,14,1.083,12,6,Green,43200.0,0
2021-09-27,7-Closed Won,0012A000026bqKRQAY,"G-Xchange, Inc",0063q0000113bUVAAY,2020-09-30,2021-07-05,12,False,Technology,APAC,40,0,0.0,0,0,,,0
2020-10-26,7-Closed Won,0012A00002DHnI6QAL,Compare The Market Pty Ltd,0060Z00000wXWt1QAG,2017-10-31,2020-08-03,12,True,Insurance,APAC,144,5,3.166,12,1,Green,35001.0,0
2020-10-26,8-Closed Lost,0012A00002GP0xhQAD,"Landscape Co., Ltd.",0063q00000yAYQ1AAO,2017-10-27,2020-08-03,12,False,Other,JAPAN,145,0,0.333,2,0,Yellow,49600.0,0
2020-10-26,7-Closed Won,0012A00002BxDjjQAF,Hexcel Corporation,0060Z00000wXllzQAC,2018-10-31,2020-08-03,12,False,Manufacturing,AMER,92,20,1.916,12,4,Yellow,81413.0,0
2020-10-26,7-Closed Won,0012A00002Fdf4XQAR,"Tableau Software, Inc.",0060Z00000owjREQAY,2017-10-30,2020-08-03,12,True,Technology,AMER,144,16,1.916,3,2,Grey,108000.0,0
2020-10-26,7-Closed Won,0012A000029z93cQAA,Icon Media Direct,0060Z00000wXlluQAC,2018-10-31,2020-08-03,12,False,Media and Communications,AMER,92,9,0.833,0,0,Red,52000.0,1
2020-10-26,7-Closed Won,0010Z000024gKS1QAM,"National Debt Relief, LLC",0060Z00000wX9bmQAC,2019-10-31,2020-08-03,12,False,Financial Services,AMER,40,1463,1.583,12,7,Green,55000.0,0
2020-10-26,7-Closed Won,0012A00002GmcDDQAZ,AUCNET INC.,0060Z00000wXcWlQAK,2019-10-31,2020-08-03,12,False,Retail,JAPAN,40,56,2.0,12,17,Green,46500.0,0
2020-11-02,7-Closed Won,0012A00002Ad0krQAB,"KOBAYASHI PHARMACEUTICAL CO., LTD.",0063q00000vt6zkAAA,2017-11-06,2020-08-10,12,False,Manufacturing,JAPAN,144,15,1.0,1,1,Green,85971.6,6
2021-11-15,7-Closed Won,0010Z000028mNOsQAM,RAKSUL INC.,0063q00000zIjFgAAK,2019-08-21,2021-08-23,12,False,Other,JAPAN,105,0,1.083,12,0,Yellow,32000.0,0
2021-11-15,7-Closed Won,0010Z00002CXCkaQAH,I-Med Radiology Network Ltd,0063q00000zJmGXAA0,2020-11-16,2021-08-23,12,False,Healthcare,APAC,40,3,1.416,12,1,Green,54790.0,0
2021-11-15,7-Closed Won,0012A00002IKZoIQAX,Beiersdorf AG,0063q00000zJeHfAAK,2020-11-20,2021-08-23,12,False,Manufacturing,EMEA,40,49,1.0,3,0,Green,69800.0,4
2021-11-15,8-Closed Lost,0010Z00001wpwVwQAI,ENGIE North America,0063q00000zK1l6AAC,2018-11-19,2021-08-23,12,False,Financial Services,AMER,144,0,0.083,0,0,Red,40000.0,0
2021-11-15,7-Closed Won,0012A00002F4QzGQAV,Wellen Capital,0063q00000vtHWyAAM,2017-11-15,2021-08-23,12,True,Financial Services,AMER,197,0,1.0,12,0,Green,55250.0,0
2021-11-15,7-Closed Won,0012A00002Gm948QAB,"MATSUYA FOODS CO.,LTD.",0063q00000zJjFNAA0,2018-11-19,2021-08-23,12,False,Entertainment,JAPAN,144,109,1.333,11,0,Yellow,33000.0,0
2021-11-15,7-Closed Won,0010Z000023k6UHQAY,"NAGOYA RAILROAD CO., LTD.",0063q00000zJisMAAS,2020-11-20,2021-08-23,12,False,Transportation,JAPAN,40,0,0.333,0,0,Yellow,33200.0,0
2021-11-22,7-Closed Won,0012A00002GQuuvQAD,"HITACHI SYSTEMS, LTD.",0063q00000zJnRrAAK,2018-11-22,2021-08-30,12,False,Technology,JAPAN,145,547,10.333,12,13,Green,159676.25,39
2021-11-22,7-Closed Won,0012A00002ElfLZQAZ,au Financial Service Corporation,0063q00000zJsydAAC,2020-11-27,2021-08-30,12,False,Financial Services,JAPAN,40,158,7.166,12,1,Green,131955.0,68
2021-11-22,8-Closed Lost,0012A00002K6p1MQAR,"TOKIO MARINE&NICHIDO LIFE INSURANCE CO.,LTD.",0063q00000zJnRmAAK,2018-11-28,2021-08-30,12,False,Insurance,JAPAN,144,3,1.333,12,0,Yellow,44000.0,0
2022-11-14,8-Closed Lost,0012A00002Gm948QAB,"MATSUYA FOODS CO.,LTD.",0063q000010uEf4AAE,2018-11-19,2022-08-22,12,False,Entertainment,JAPAN,196,20,0.833,4,0,Yellow,33000.0,5
2019-10-28,7-Closed Won,0012A00002BxDjjQAF,Hexcel Corporation,0060Z00000pS9UUQA0,2018-10-31,2019-08-05,12,False,Manufacturing,AMER,40,26,1.0,12,0,Grey,74000.0,0
2022-11-14,7-Closed Won,0013q00002Hhy3rAAB,"Cainz Co., Ltd.",0063q000010uCiqAAE,2021-11-15,2022-08-22,12,False,Retail,JAPAN,40,319,10.333,12,35,Green,122525.0,25
2019-10-28,8-Closed Lost,001F000001ntZX0IAM,"Capgemini America, Inc",0060Z00000pTNDNQA4,2018-10-31,2019-08-05,12,False,Technology,AMER,40,0,0.333,0,0,Red,25000.0,0
2022-11-14,7-Closed Won,0012A00002K6bCpQAJ,"ConsumerTrack, Inc",0063q00000zJMMXAA4,2020-11-17,2022-08-22,12,True,Media and Communications,AMER,92,27,0.833,4,0,Green,15000.0,4
2022-11-14,7-Closed Won,0012A00002IKZoIQAX,Beiersdorf AG,0063q000010ttyEAAQ,2020-11-20,2022-08-22,12,False,Manufacturing,EMEA,92,12,1.0,1,0,Red,99820.0,0
2022-11-14,7-Closed Won,0012A00002DHIN9QAP,"Hiscox, Inc",0063q00000zJfOxAAK,2020-11-16,2022-08-22,12,True,Insurance,AMER,92,0,0.083,0,0,Red,30000.0,0
2020-06-22,8-Closed Lost,001F000001nt4JBIAY,Thrivent Financial,0060Z00000uAyjiQAC,2018-06-27,2020-03-30,12,False,Insurance,AMER,92,26,0.666,3,0,Red,60000.0,6
2020-07-27,8-Closed Lost,0010Z0000294M5sQAE,Dermalogica (UK) Ltd,0063q00000yAVAgAAO,2019-07-31,2020-05-04,12,False,Retail,EMEA,40,2,0.583,2,0,Green,80782.39,0
2019-12-16,8-Closed Lost,0012A000023rnyXQAQ,Old Mutual Life Assurance Company (South Africa) Limited,0060Z00000qKloGQAS,2018-10-31,2019-09-23,12,False,Insurance,EMEA,47,38,4.5,12,14,Green,120000.0,0
2019-12-16,7-Closed Won,0012A00002DIqM0QAL,"HINO MOTORS, LTD.",0060Z00000qKnvLQAS,2018-12-21,2019-09-23,12,False,Manufacturing,JAPAN,40,14,1.5,2,1,Green,60000.0,0
2020-01-27,7-Closed Won,0012A00002KoWItQAN,Chainalytics LLC,0060Z00000oukGZQAY,2019-02-01,2019-11-04,12,False,Other,AMER,40,95,0.916,10,0,Green,50000.0,87
2020-03-23,8-Closed Lost,0012A000028uwjKQAQ,TOYOTA TSUSHO CORPORATION,0060Z00000r0Ot6QAE,2017-03-29,2019-12-30,12,False,Manufacturing,JAPAN,144,106,1.5,6,0,Yellow,48000.0,0
2020-03-09,8-Closed Lost,0012A000029TL9JQAW,Basler Versicherung AG (Bâloise Insurance Limited),0063q00000yAVAhAAO,2018-03-16,2019-12-16,12,False,Insurance,EMEA,92,141,4.25,12,22,Green,158589.3,0
2019-09-30,7-Closed Won,0010Z00001wwiBzQAI,uShip,0060Z00000ojSx6QAE,2018-09-30,2019-07-08,12,False,Technology,AMER,41,7,1.0,7,0,Grey,48000.0,0
2019-02-18,8-Closed Lost,0012A00002IKXyCQAX,"GPShopper, LLC",0062A00000rn4tzQAA,2018-02-20,2018-11-26,12,False,Technology,AMER,40,0,0.0,0,0,Red,,0
2020-07-27,7-Closed Won,0012A00002KnqeGQAR,Pepper UK,0063q00000yAVIXAA4,2019-07-29,2020-05-04,12,True,Financial Services,EMEA,40,101,2.583,10,0,Green,69201.05,24
2019-09-30,7-Closed Won,001F000001rScZWIA0,Carbon Tech Limited,0060Z00000p0ILtQAM,2016-10-01,2019-07-08,12,False,Financial Services,EMEA,145,131,6.583,12,6,Green,30000.0,0
2020-06-08,7-Closed Won,0010Z00001wpvgNQAQ,"SKYWARD INFORMATION SYSTEM CO., LTD.",0060Z00000u9cJ2QAI,2018-06-12,2020-03-16,12,False,Manufacturing,JAPAN,92,82,0.916,11,47,Green,36000.0,0
2019-10-14,8-Closed Lost,0012A00002E9Qc7QAF,"Beyond Finance, Inc.",0060Z00000ojgovQAA,2017-10-20,2019-07-22,12,False,Financial Services,AMER,92,0,0.0,0,0,Grey,40000.0,0
2020-05-11,8-Closed Lost,0012A000029WQd1QAG,"JPMorgan Chase Bank, N.A.",0060Z00000tDH4fQAG,2015-09-30,2020-02-17,12,False,Financial Services,AMER,229,0,0.0,0,0,Black,120000.0,0
2020-04-20,8-Closed Lost,0012A00002Ff2GJQAZ,BVA,0060Z00000riFywQAE,2018-04-25,2020-01-27,12,False,Other,EMEA,92,10,0.416,1,0,Grey,22497.6,0
2019-07-22,7-Closed Won,001F000001RZ5YPIA1,"Maestro Consulting Services, LLC.",0060Z00000ouj0TQAQ,2017-01-27,2019-04-29,12,False,Healthcare,AMER,118,0,0.333,0,0,Grey,,0
2019-04-01,7-Closed Won,0012A00002K6p1CQAR,"E. DESIGN INSURANCE CO., LTD.",0062A00000rUsLOQA0,2018-04-01,2019-01-07,12,False,Insurance,JAPAN,41,12,0.333,1,0,Green,,0
2020-06-29,7-Closed Won,0012A00002BNxSNQA1,"Pacers Basketball, LLC",0060Z00000uAfbeQAC,2019-05-31,2020-04-06,12,False,Entertainment,AMER,45,41,1.416,7,0,Green,43416.67,0
2020-08-03,7-Closed Won,0010Z00001yVcyQQAS,Myanma Posts and Telecommunications,0060Z00000sZSwXQAW,2019-08-05,2020-05-11,12,False,Media and Communications,APAC,40,13,1.166,2,3,Green,60530.44,0
2019-10-28,7-Closed Won,0012A00002DJfH4QAL,"Plain Green, LLC",0062A00000pnl1BQAQ,2017-10-31,2019-08-05,12,True,Financial Services,AMER,92,23,1.416,5,7,Green,60000.0,0
2019-03-25,7-Closed Won,0012A00001vAzgmQAC,Global Lending Services LLC,0062A00000rV9cLQAS,2018-03-31,2018-12-31,12,False,Financial Services,AMER,40,58,1.666,7,0,Green,,0
2019-02-25,7-Closed Won,0012A000022A7QJQA0,Pepper Money Ltd,0062A00000rnAXdQAM,2017-02-28,2018-12-03,12,False,Financial Services,APAC,92,1,1.25,1,0,Green,,0
2019-11-25,7-Closed Won,0012A00002HV45TQAT,4finance,0060Z00000qKkxCQAS,2018-11-30,2019-09-02,12,False,Financial Services,EMEA,40,382,3.166,12,1,Green,82080.0,0
2020-03-30,7-Closed Won,0012A00002K6p1CQAR,"E. DESIGN INSURANCE CO., LTD.",0060Z00000ri9QeQAI,2018-04-01,2020-01-06,12,False,Insurance,JAPAN,93,53,0.916,4,1,Green,36000.0,0
2019-07-22,7-Closed Won,0012A00002K8MW6QAN,Centrix Group Ltd,0060Z00000n7bCXQAY,2018-07-23,2019-04-29,12,False,Financial Services,APAC,40,34,1.083,1,0,Green,,0
2020-06-15,7-Closed Won,0010Z00001wpx53QAA,"SANSAN, INC.",0060Z00000uAPCTQA4,2018-06-18,2020-03-23,12,False,Technology,JAPAN,92,0,0.0,0,0,Green,24000.0,0
2020-06-29,7-Closed Won,0012A00002GR8J1QAL,"KOBE STEEL, LTD.",0060Z00000sYegmQAC,2019-02-25,2020-04-06,12,False,Other,JAPAN,58,28,0.666,6,0,Green,103075.0,10
2020-05-25,7-Closed Won,0012A000022ADMGQA4,"Western Asset Management Company, LLC",0060Z00000sYiCdQAK,2017-05-30,2020-03-02,12,False,Financial Services,AMER,144,0,0.0,0,0,Grey,25000.0,0
2019-09-30,7-Closed Won,0010Z00001wpnzIQAQ,"Pinger, Inc.",0060Z00000ohFD4QAM,2018-09-30,2019-07-08,12,False,Media and Communications,AMER,41,0,0.25,0,0,Green,40000.0,0
2020-07-27,7-Closed Won,0012A000029WXtMQAW,Cummings Creative Group (CCG),0060Z00000tD7g8QAC,2018-07-27,2020-05-04,12,False,Media and Communications,AMER,93,4,0.5,0,0,Green,40000.0,0
2021-07-26,8-Closed Lost,0010Z000023jxpfQAA,Spruce,0063q00000yufOhAAI,2020-07-31,2021-05-03,12,False,Technology,AMER,40,0,0.833,0,0,,,0
2019-01-28,7-Closed Won,001F000001qmLneIAE,EUROLIFE ERB GENERAL INSURANCE S.A.,0062A00000qkgbhQAA,2017-01-31,2018-11-05,12,False,Retail,EMEA,92,7,0.416,3,0,Red,,0
2019-11-18,7-Closed Won,0012A00002Gm948QAB,"MATSUYA FOODS CO.,LTD.",0060Z00000q1PWzQAM,2018-11-19,2019-08-26,12,False,Entertainment,JAPAN,40,64,1.166,12,0,Green,36000.0,0
2019-04-15,7-Closed Won,0012A00002BvtDMQAZ,MISUMI GROUP INC.,0062A00000rVHTcQAO,2018-04-06,2019-01-21,12,False,Manufacturing,JAPAN,42,85,5.0,12,0,Green,,0
2019-06-24,7-Closed Won,0012A00002GmcJVQAZ,"ONO PHARMACEUTICAL CO., LTD.",0060Z00000lfTzvQAE,2018-06-28,2019-04-01,12,False,Manufacturing,JAPAN,40,99,2.916,9,0,Green,,0
2019-01-28,8-Closed Lost,0012A00002IpEjxQAF,Stamats Inc.,0062A00000qlH0lQAE,2018-02-01,2018-11-05,12,False,Media and Communications,AMER,40,61,1.583,11,1,Red,,0
2019-04-01,7-Closed Won,0012A00002Gm9FpQAJ,"METAWATER CO.,LTD.",0060Z00000lfBMcQAM,2018-05-21,2019-01-07,12,False,Utilities,JAPAN,33,85,1.75,6,2,Green,,0
2019-08-26,7-Closed Won,0010Z00001wwfxFQAQ,Tokio Marine Seguradora S A,0060Z00000nLXu2QAG,2018-08-27,2019-06-03,12,False,Insurance,AMER,40,168,1.666,12,1,Green,,0
2020-01-27,7-Closed Won,0012A00002Gmd7tQAB,"YANMAR INFORMATION SYSTEM SERVICE CO., LTD.",0060Z00000oumjxQAA,2019-02-01,2019-11-04,12,False,Manufacturing,JAPAN,40,5,0.916,5,3,Green,36000.0,0
2018-12-03,7-Closed Won,0012A00002DnVRwQAN,Green Chef Corporation,0062A00000qiP6VQAU,2017-12-04,2018-09-10,12,False,Manufacturing,AMER,40,3,1.333,12,0,Yellow,,0
2020-04-06,7-Closed Won,0012A00002DK8KFQA1,COMICSMART INC.,0060Z00000riBqqQAE,2018-04-09,2020-01-13,12,False,Other,JAPAN,92,1,1.166,12,1,Green,36000.0,0
2020-07-20,8-Closed Lost,001F000001oxALPIA2,moovel GmbH,0060Z00000uetMOQAY,2017-07-22,2020-04-27,12,False,Other,EMEA,145,14,2.25,12,13,Grey,32000.0,0
2020-04-06,7-Closed Won,001F000001akIaPIAU,Farmers Insurance Group,0062A00000rVRaOQAW,2016-04-06,2020-01-13,12,True,Insurance,AMER,197,0,0.25,1,0,Green,145008.0,0
2020-06-29,7-Closed Won,0012A00002Cu2fbQAB,"JAPAN MEDICAL DATA CENTER CO., LTD.",0060Z00000uAwaZQAS,2018-07-01,2020-04-06,12,False,Other,JAPAN,93,10,0.583,1,0,Green,36000.0,0
2019-04-29,7-Closed Won,0012A000023qsAiQAI,"Lockton Management, LLC",0060Z00000lfAuSQAU,2018-05-01,2019-02-04,12,False,Insurance,AMER,40,13,2.166,12,1,Not Flagged this week,,0
2019-07-29,7-Closed Won,0010Z000023MsTAQA0,JFE STEEL CORPORATION - 2,0060Z00000ojh6fQAA,2018-08-01,2019-05-06,12,False,Manufacturing,JAPAN,40,520,15.916,11,4,Green,,0
2020-08-10,7-Closed Won,0012A000029TVKxQAO,"DENTSU DIGITAL, INC.",0060Z00000sZpN4QAK,2017-08-10,2020-05-18,12,False,Media and Communications,JAPAN,145,72,1.0,6,2,Green,46500.0,0
2020-06-15,7-Closed Won,001F000001qlPABIA2,Lincoln National Life Insurance Company,0060Z00000u9fcNQAQ,2017-06-16,2020-03-23,12,False,Financial Services,AMER,145,45,4.916,12,11,Green,109724.8,0
2019-04-01,8-Closed Lost,0012A00002DkDVmQAN,"TOKIO MARINE & NICHIDO FIRE INSURANCE CO., LTD.",0062A00000rUMFCQA4,2018-04-01,2019-01-07,12,False,Insurance,JAPAN,41,16,1.25,2,0,Green,,0
2018-12-31,7-Closed Won,0012A00002BO5uhQAD,"Dave, Inc.",0062A00000qjOs3QAE,2018-01-05,2018-10-08,12,False,Financial Services,AMER,40,0,0.75,0,0,Yellow,,0
2018-11-26,8-Closed Lost,0012A00002ElfkbQAB,Bolt,0062A00000pogfBQAQ,2017-11-30,2018-09-03,12,False,Transportation,EMEA,40,22,1.25,0,0,Yellow,,0
2019-03-25,7-Closed Won,0012A000028uwjKQAQ,TOYOTA TSUSHO CORPORATION,0062A00000rUzjwQAC,2017-03-29,2018-12-31,12,False,Manufacturing,JAPAN,92,167,2.0,11,0,Green,,0
2020-01-27,7-Closed Won,0010Z0000269x87QAA,TDSE. Inc,0060Z00000ouj8lQAA,2019-02-01,2019-11-04,12,False,Manufacturing,JAPAN,40,10,0.916,4,3,Green,36000.0,0
2018-12-03,7-Closed Won,001F000001oQKqGIAW,Detroit Tigers Inc,0062A00000qiE9DQAU,2017-12-08,2018-09-10,12,False,Entertainment,AMER,40,117,2.333,12,1,Not Flagged this week,,0
2019-02-25,8-Closed Lost,0012A00002GOnakQAD,ChildFund Australia,0062A00000rnAWkQAM,2018-02-28,2018-12-03,12,False,Other,APAC,40,3,0.416,2,2,Green,,0
2019-12-02,7-Closed Won,001F000001UpbP0IAJ,"Trupanion, Inc.",0060Z00000qKmTgQAK,2015-12-08,2019-09-09,12,False,Insurance,AMER,196,36,2.666,12,0,Green,51840.0,0
2019-04-22,7-Closed Won,001F000001izgSLIAY,American First Finance,0060Z00000lfAjEQAU,2016-04-25,2019-01-28,12,False,Financial Services,AMER,144,28,1.0,12,3,Not Flagged this week,,0
2019-08-12,7-Closed Won,0012A00002E8WP2QAN,Zidisha Inc.,0060Z00000nB4ViQAK,2017-08-16,2019-05-20,12,False,Financial Services,AMER,92,33,1.416,12,33,Green,,0
2020-05-25,7-Closed Won,0012A00002GmtrSQAR,Tatweer Petroleum – Bahrain Field Development Company W.L.L.,0060Z00000u9lFtQAI,2018-05-31,2020-03-02,12,False,Utilities,EMEA,92,11,0.166,0,0,Red,64000.0,0
2019-04-01,7-Closed Won,0012A00002FeL2MQAV,CEESUITE PTE. LTD.,0062A00000qzxuwQAA,2018-04-02,2019-01-07,12,False,Financial Services,APAC,40,59,1.25,10,0,Green,,0
2020-01-27,8-Closed Lost,001F000001qmLneIAE,EUROLIFE ERB GENERAL INSURANCE S.A.,0060Z00000tCksxQAC,2017-01-31,2019-11-04,12,False,Retail,EMEA,144,0,0.0,0,0,Grey,36000.0,0
2020-04-27,7-Closed Won,0012A000025JarPQAS,Applecart,0060Z00000tDoAPQA0,2018-02-28,2020-02-03,12,False,Other,AMER,101,709,0.916,10,0,Green,21000.0,0
2019-04-01,8-Closed Lost,0012A000027tNI6QAM,MLH Singapore,0060Z00000lfAkCQAU,2017-04-03,2019-01-07,12,False,Consulting,APAC,92,5,0.333,0,0,Yellow,,0
2019-05-20,7-Closed Won,0012A00002BPiyRQAT,TRANSCOSMOS ANALYTICS INC.,0060Z00000lfBfXQAU,2017-05-22,2019-02-25,12,False,Technology,JAPAN,92,496,17.5,12,30,Green,,1
2021-07-26,8-Closed Lost,0013q00002F3DMHAA3,Rapsodo,0063q00000yug4xAAA,2020-07-28,2021-05-03,12,False,Manufacturing,AMER,40,0,0.833,7,0,,,0
2020-01-27,7-Closed Won,001F000001pWOoSIAW,MARKERSTUDY LIMITED,0063q00000vtgb7AAA,2017-01-31,2019-11-04,12,False,Insurance,EMEA,144,26,2.083,12,0,Grey,45000.0,0
2019-01-28,8-Closed Lost,0012A00002GPIWZQA5,"Precise Leads, Inc.",0062A00000qkc2AQAQ,2018-02-01,2018-11-05,12,False,Other,AMER,40,5,1.0,12,0,Green,,0
2020-03-16,7-Closed Won,0012A00002Fdo0mQAB,Credigy Solutions Inc.,0060Z00000r06SZQAY,2018-03-22,2019-12-23,12,False,Financial Services,AMER,92,39,3.75,10,33,Green,79200.0,0
2020-04-27,8-Closed Lost,0012A00002DlUDRQA3,UBM ASIA TRADE FAIRS PTE. LTD.,0060Z00000tDqnPQAS,2018-05-01,2020-02-03,12,False,Other,APAC,92,7,0.916,8,2,Green,50000.0,0
2019-12-02,7-Closed Won,0010Z00001wq2DVQAY,"NOMURA RESEARCH INSTITUTE, LTD. - ItoYokado/YorkMart Project",0060Z00000lOVVOQA4,2018-07-09,2019-09-09,12,False,Consulting,JAPAN,61,781,4.833,11,3,Green,144000.0,0
2019-03-11,8-Closed Lost,0012A00002AdmxWQAR,Precision Diagnostics LLC,0062A00000qhx6SQAQ,2017-11-27,2018-12-17,12,False,Healthcare,AMER,55,12,0.666,5,0,Not Flagged this week,,0
2019-10-14,7-Closed Won,0010Z000023leNhQAI,"SHIZUOKA GAS Co., Ltd.",0060Z00000ozP3GQAU,2018-10-16,2019-07-22,12,False,Utilities,JAPAN,40,174,1.083,7,0,Green,36000.0,0
2020-08-10,8-Closed Lost,0012A00002E8WP2QAN,Zidisha Inc.,0060Z00000sZBewQAG,2017-08-16,2020-05-18,12,False,Financial Services,AMER,144,18,1.0,12,13,Yellow,20000.0,0
2019-04-29,8-Closed Lost,0012A000028sQvIQAU,Heifer International,0060Z00000lfAu8QAE,2017-05-01,2019-02-04,12,False,Other,AMER,92,0,0.0,0,0,Not Flagged this week,,0
2019-03-11,7-Closed Won,0012A000029TL9JQAW,Basler Versicherung AG (Bâloise Insurance Limited),0060Z00000lfAjTQAU,2018-03-16,2018-12-17,12,False,Insurance,EMEA,40,75,3.083,12,14,Green,,0
2019-12-30,7-Closed Won,0010Z000026AJAIQA4,"BP Lubricants USA, Inc.",0060Z00000qKmTWQA0,2018-12-31,2019-10-07,12,False,Utilities,AMER,40,25,2.166,12,1,Green,63000.0,0
2019-02-25,7-Closed Won,0012A000025Hb4JQAS,SHIMIZU CORPORATION,0062A00000rmmbfQAA,2017-03-01,2018-12-03,12,False,Manufacturing,JAPAN,92,23,1.75,3,2,Yellow,,0
2019-10-07,7-Closed Won,0010Z000023k6YHQAY,LION CORPORATION,0060Z00000owgFOQAY,2018-10-10,2019-07-15,12,False,Manufacturing,JAPAN,40,165,1.5,10,1,Green,60000.0,0
2019-02-25,7-Closed Won,001F000001jXrO1IAK,Daimler Trucks North America LLC,0062A00000rnTNPQA2,2018-03-01,2018-12-03,12,False,Manufacturing,AMER,40,35,3.25,10,11,Yellow,,0
2019-01-28,7-Closed Won,0012A00002DmPvMQAV,"Cebu Air, Inc",0062A00000qkROcQAM,2018-01-30,2018-11-05,12,False,Transportation,APAC,40,17,1.25,6,0,Not Flagged this week,,0
2020-01-06,7-Closed Won,0012A00002IrrJIQAZ,"ALPS ALPINE CO., LTD.",0060Z00000qKn4LQAS,2019-01-07,2019-10-14,12,False,Manufacturing,JAPAN,40,15,1.416,7,1,Yellow,36000.0,0
